language,pegon,latin
Sunda,دِتࣤڠَهْ,ditěṅah
Sunda,سَامَيْمَيهْ,samemeh
Sunda,فَجَرْ,pajar
Sunda,اࣤسِنَا,ěsina
Sunda,نُونْ,nun
Sunda,مُوْڮِىْ,mugi
Sunda,ڮُسْتِى,gusti
Sunda,ڠَجَدِيْكࣤنْ,ṅajadikěn
Sunda,اَبْدِىْ,abdi
Sunda,جَدِيْ,jadi
Sunda,سَكُوْمَهَا,sakumaha
Sunda,وَالِى,wali
Sunda,سُوْفَدَوسْ,supados
Sunda,جَنْتࣤنْ,jantěn
Sunda,تَعَالىٰ,ta'alā
Sunda,صَلَوَاةْ,ṣalawat
Sunda,مُوْڮِى,mugi
Sunda,دِلِيمْفَهْكࣤنْ,dilimpahkěn
Sunda,كَڠْجࣤڠْ,kaṅjěṅ
Sunda,صَحَابَتْنَا,ṣaẖabatna
Sunda,اُمَّةْنَا,ummatna
Sunda,دَوَامْ,dawam
Sunda,دِهَافُوسْ,dihapus
Sunda,سَرَيْبُوْ,sarebu
Sunda,كَجَهَتَنْ,kajahatan
Sunda,دِبَيْرَيْ,dibere
Sunda,كَبَڮْجَائَنْ,kabagjaan
Sunda,جࣤڠ,jěṅ
Sunda,وَاكَا,waka
Sunda,دِكَلُوَارْكࣤنْ,dikaluarkěn
Sunda,تِى,ti
Sunda,دِتِڠَالِيْكࣤنْ,ditiṅalikěn
Sunda,فِتࣤمْفَاتࣤنْ,pitěmpatěn
Sunda,دِسُوْچِيْكࣤنْ,disucikěn
Sunda,كَامُنَافِقَنْ,kamunapiqan
Sunda,شِرِكْ,śirik
Sunda,دࣤڠْكِىْ,děṅki
Sunda,اَمْبࣤكْ,amběk
Sunda,تࣤرُسْ,těrus
Sunda,لَيْتَهْنَا,letahna
Sunda,بَوْهَوڠْ,bohoṅ
Sunda,ڠُوْفَتْ,ṅupat
Sunda,دِرَكْسَا,diraksa
Sunda,فَنَوْنَا,panona
Sunda,نِڠَالِى,niṅali
Sunda,كَامَعْصِيَتَنْ,kama'ṣiyatan
Sunda,جَڮَا,jaga
Sunda,طَاعَةْ,ṯa'at
Sunda,تِيَفْ,tiyap
Sunda,فَائِدَهْنَا,paidahna
Sunda,فَائِدَهْ,paidah
Sunda,تِيَفْ٢,tiyap2
Sunda,مَنْفَعَةْنَا,manpa'atna
Sunda,دِبَارࣤڠَنْ,dibarěṅan
Sunda,اِخْلَاص,iḵlaṣ
Sunda,اَلْبَابُ,al-babu
Sunda,الثَّنِى,aṫ-ṫani
Sunda,بَيَانِ,bayani
Sunda,الْعِلْمِ,al-'ilmi
Sunda,وَالْجَهْلِ,wal-jahli
Sunda,اِعْلَمْ,i'lam
Sunda,اَيُّهَا,ayyuha
Sunda,الصَّالِحُ,aṣ-ṣaliẖu
Sunda,اَنَّ,anna
Sunda,الدَّ,ad-da
Sunda,رَجَاتِ,rajati
Sunda,لَاتُحَصَّلُ,latuẖaṣṣalu
Sunda,بِالْعِلْمِ,bial-'ilmi
Sunda,كَادُوَا,kadua
Sunda,بَوْڮَا,boga
Sunda,بَوْدَوْ,bodo
Sunda,دَرَجَةْ,darajat
Sunda,اَڠِيڠْ,aṅiṅ
Sunda,ڠَبَوْڮَائَنْ,ṅabogaan
Sunda,وَالَّذِيْنَ,wallaḋina
Sunda,اُوْتُوْاالْعِلْمَ,utuaal-'ilma
Sunda,دَرَجَاتٍ,darajatin
Sunda,ڠَڠْكَتْ,ṅaṅkat
Sunda,سَبَرَاهَا,sabaraha
Sunda,دِفَفَرِينْ,dipaparin
Sunda,اِخْلَاصْ,iḵlaṣ
Sunda,مِنَڠْكَا,minaṅka
Sunda,كَوْنْچِنَا,koncina
Sunda,تࣤ,tě
Sunda,سَامِى,sami
Sunda,ڠُومْفُلْكࣤنْ,ṅumpulkěn
Sunda,دَوْسَا,dosa
Sunda,سَاسَرْ,sasar
Sunda,ڮࣤدَيْنَا,gědena
Sunda,هࣤنْتࣤ,hěntě
Sunda,كَيَا٢,kaya2
Sunda,كُفُرْ,kupur
Sunda,وَتَعَالَى,wata'ala
Sunda,تُشْرِكْ,tuśrik
Sunda,بِااللّٰهِ,biaallāhi
Sunda,اِنَّ,inna
Sunda,الشِّرْكَ,aś-śirka
Sunda,لَظُلْمٌ,laẕulmun
Sunda,عَظِيْمٌ,'aẕimun
Sunda,يࣤهْ,yěh
Sunda,اَنَكِيڠْ,anakiṅ
Sunda,ۑَرِيْكَتْكࣤنْ,ñarikatkěn
Sunda,نَائَونْ٢,naon2
Sunda,كࣤرَانَ,kěrana
Sunda,سَئࣤۑَانَ,saěñana
Sunda,اِسْتُوْنِيْڠ,istuniṅ
Sunda,كَاظَالِمَنْ,kaẕaliman
Sunda,رِيَاءْ,ria`
Sunda,جَاهِلْ,jahil
Sunda,فَدࣤكࣤتْ,paděkět
Sunda,سَفࣤرْةِ,sapěrti
Sunda,اُوْرَةْ,urat
Sunda,بࣤهࣤڠْ,běhěṅ
Sunda,سَرُوَا,sarua
Sunda,سَبࣤنࣤرْنَا,saběněrna
Sunda,جَاؤُهْ,jauh
Sunda,مَشْرِكْ,maśrik
Sunda,مَغْرِبْ,maġrib
Sunda,ڠَدَاوُةْ,ṅadawuh
Sunda,اَلْجَاهِلُ,al-jahilu
Sunda,اَقْرَبُ,aqrabu
Sunda,الْكُفْرِ,al-kupri
Sunda,دࣤكࣤتْ,děkět
Sunda,كَانَا,kana
Sunda,عِبَارَاةْ,'ibarat
Sunda,مَتَا,mata
Sunda,بَوْ٢دَاسْنَا,bo2dasna
Sunda,هِيْدࣤڠْنَا,hiděṅna
Sunda,حَقَيْقَتْنَا,ẖaqeqatna
Sunda,فَتِى,pati
Sunda,بُوْتُهْ,butuh
Sunda,فُوْسِڠْ,pusiṅ
Sunda,تَعَالى,ta'al
Sunda,حَقِيْقَتْنَا,ẖaqiqatna
Sunda,بِڠُوڠْ,biṅuṅ
Sunda,اُرُوْسَنْ,urusan
Sunda,مَنَيْهَانَنَا,manehanana
Sunda,اَنْجِڠْ,anjiṅ
Sunda,ڮَلَاكْ,galak
Sunda,دَاوُهْ,dawuh
Sunda,فَضْلُ,paḏlu
Sunda,الْعَالِمُ,al-'alimu
Sunda,الْعَابِدِ,al-'abidi
Sunda,كَفَضْلِى,kapaḏli
Sunda,اُمَّتِى,ummati
Sunda,اُوْتَمَنَا,utamana
Sunda,كَاعَابِدْ,ka'abid
Sunda,مُلْيَانَا,mulyana
Sunda,كَؤُلَا,kaula
Sunda,مُلْيَا,mulya
Sunda,زَاهِدْ,zahid
Sunda,عَابِدْ,'abid
Sunda,شَهِيدْ,śaid
Sunda,اَلْعَالِمُ,al-'alimu
Sunda,اْلواحِدُ,al-waẖidu
Sunda,اَكْرَمُ,akramu
Sunda,عنْدَا,'nda
Sunda,للّٰهِ,llāhi
Sunda,اَلفِ,al-pi
Sunda,شَهِيدٍ,śaidin
Sunda,فاِنْ,pain
Sunda,قِيلَ,qila
Sunda,هُوَاَكْرَمُ,huaakramu
Sunda,عِنْدَاللّٰهِ,'indallāhi
Sunda,مُوڠْڮُهْ,muṅguh
Sunda,تِبَاتَنْ,tibatan
Sunda,شَاهِدْ,śahid
Sunda,اَتَوَا,atawa
Sunda,عَالِم,'alim
Sunda,دِمُلْيَاكࣤنْ,dimulyakěn
Sunda,اَلُوسْ,alus
Sunda,عِبَادَهْنَا,'ibadahna
Sunda,كَلَكُوَانَنَا,kalakuanana
Sunda,هَنْدَافْ,handap
Sunda,اَسَورْ,asor
Sunda,تَرَاڠَا,taraṅa
Sunda,ۑࣤۑࣤرِى,ñěñěri
Sunda,بَاتُورْ,batur
Sunda,تُوْلُيْ,tului
Sunda,مَعْرِفَةْ,ma'ripat
Sunda,كِرَا٢,kira2
Sunda,مَنَا,mana
Sunda,اِنَّمَا,innama
Sunda,يَخْشَى,yaḵśa
Sunda,اللّٰهَ,allāha
Sunda,عِبَادِهِ,'ibadihi
Sunda,الْعُلَمَاءُ,al-'ulama`u
Sunda,عَابِدْنَا,'abidna
Sunda,جࣤلَاسْ,jělas
Sunda,مُلْيَاءْ,mulya`
Sunda,وَاوُهْ,wawuh
Sunda,يَعْنِى,ya'ni
Sunda,ۑَهَوْ,ñao
Sunda,كَرَا,kara
Sunda,تَفَكُرْ,tapakur
Sunda,النَّبِيُّ,an-nabiyyu
Sunda,لِكُلِّ,likulli
Sunda,شَيْءٍ,śai`in
Sunda,مَعْدِنٌ,ma'dinun
Sunda,مَعْدِنُ,ma'dinu
Sunda,التَّقْوٰى,at-taqwā
Sunda,قُلُوْبُ,qulubu
Sunda,الْعَارِفِيْنَ,al-'aripina
Sunda,سَااَيسْتُوْنَا,saestuna
Sunda,تࣤمْفَتْنَا,těmpatna
Sunda,اُنِڠَا,uniṅa
Sunda,اَتُورَانْ,aturan
Sunda,لَرَاڠَنْ,laraṅan
Sunda,هَادَيْ,hade
Sunda,بَتَنْ,batan
Sunda,كَوَاجِبَنْ,kawajiban
Sunda,مُسْلِمِينْ,muslimin
Sunda,مُسْلِمَاتْ,muslimat
Sunda,ڠَلَاهِرْ,ṅalahir
Sunda,طَلَبُ,ṯalabu
Sunda,فَرِيْضَةٌ,pariḏatun
Sunda,كُلِّ,kulli
Sunda,مُسْلِمٍ,muslimin
Sunda,مُسْلِمَةٍ,muslimatin
Sunda,مِلَارِىْ,milari
Sunda,مُسْلِمْ,muslim
Sunda,لَلَاكِى,lalaki
Sunda,نِڠْڮَلْكࣤنْ,niṅgalkěn
Sunda,فَرْضُ,parḏu
Sunda,دِفَرْضُوْكࣤنْ,diparḏukěn
Sunda,لِرْ,lir
Sunda,بَوْدَاسْ,bodas
Sunda,هِيْدࣤڠْ,hiděṅ
Sunda,نَائَونْ,naon
Sunda,سَبَبْنَا,sababna
Sunda,ڠَاوُجُودْ,ṅawujud
Sunda,ڠَلَكَوْنَنْ,ṅalakonan
Sunda,فَرْضُوْنَا,parḏuna
Sunda,سُنَةْ٢نَا,sunat2na
Sunda,اِنْتࣤنْ,intěn
Sunda,بَاتُوْ,batu
Sunda,هِيْرُفْ,hirup
Sunda,اَبُو,abu
Sunda,الْقَاسِمْ,al-qasim
Sunda,عِبَارَاتْ,'ibarat
Sunda,مَائَوتْ,maot
Sunda,عَالم,'alm
Sunda,تُوْكَڠْ,tukaṅ
Sunda,مَابَوكْ,mabok
Sunda,اَخِرْنَا,aḵirna
Sunda,چِلَاكَ,cilaka
Sunda,دِتَمْفِى,ditampi
Sunda,مَقْبُولْ,maqbul
Sunda,دِتَوْلَقْ,ditolaq
Sunda,مَرْدُودْ,mardud
Sunda,حَرَامْ,ẖaram
Sunda,نِعْمَةْ,ni'mat
Sunda,سَالِيَنْ,saliyan
Sunda,دَاوُهَنْ,dawuhan
Sunda,عِيْسٰى,'isā
Sunda,السَّلَامُ,as-salamu
Sunda,عَجِبْتُ,'ajibtu
Sunda,الْقَانِعِ,al-qani'i
Sunda,بِالْجَهْلِ,bial-jahli
Sunda,اَنَيهْ,aneh
Sunda,فِنْتࣤرْ,pintěr
Sunda,كَابَوْدَوْاَنَنَا,kabodoanana
Sunda,سَيَكْتُسْنَا,sayaktusna
Sunda,دِتَرِيْمَا,ditarima
Sunda,عِلْمُوْنَا,'ilmuna
Sunda,فَنْدَيْتَا,pandeta
Sunda,بَهࣤلَا,bahěla
Sunda,دَاوُودْ,dawud
Sunda,دَاوُدَ,dawuda
Sunda,الزَّاهِدَ,az-zahida
Sunda,يَصْلُحُ,yaṣluẖu
Sunda,كَمَا,kama
Sunda,الْجَسَدَ,al-jasada
Sunda,يَصِحُّ,yaṣiẖẖu
Sunda,بِالرُّوْحِ,biar-ruẖi
Sunda,وَالْعِلْمُ,wal-'ilmu
Sunda,مَعَ,ma'a
Sunda,الْعَمَلِ,al-'amali
Sunda,الزَّرْعَ,az-zar'a
Jawa,مِيْتࣤرَا,mitěra
Jawa,سࣤجَاتِىْ,sějati
Jawa,نࣤرَاڠَاكَىْ,něraṅake
Sunda,بِالْمَاءِ,bial-ma`i
Sunda,وَبهٰذَا,wabhāḋa
Sunda,نَجَاةَ,najata
Jawa,فࣤكࣤرْتِىْ,pěkěrti
Sunda,لِاَحَدٍ,liaẖadin
Jawa,اَڠْࢍِيْتْ,aṅgit
Jawa,دِيْنَيْڠْ,dineṅ
Sunda,عَمِلَ,'amila
Jawa,اِلَيْهِ,ilaihi
Sunda,بِعِلْمِهِ,bi'ilmihi
Jawa,تَعَالَى,ta'ala
Sunda,زُهُدْ,zuhud
Jawa,بِشْرِىْ,biśri
Jawa,طُبِعَ,ṯubi'a
Sunda,كَسࣤبُوتْ,kasěbut
Jawa,نَفَقَةِ,napaqati
Jawa,مَكْتَبَةِ,maktabati
Jawa,بْنِ,bni
Jawa,نَبْهَانْ,nabhan
Jawa,وَاَوْلَادِهِ,waoladihi
Jawa,بِسُوْرَابَايَا,bisurabaya
Jawa,اِنْدُوْنِيْسِيَا,indunisia
Jawa,حُقُوْقُ,ẖuququ
Jawa,الطَّبْعِ,aṯ-ṯab'i
Jawa,مَحْفُوْظَةٌ,maẖfuẕatun
Jawa,لَهُمْ,lahum
Jawa,بِسْمِ,bismi
Jawa,الرَّحْمٰنِ,ar-raẖmāni
Jawa,الرَّحِيْمِ,ar-raẖimi
Jawa,اِلٰهِىْ,ilāhi
Jawa,لَسْتُ,lastu
Jawa,لِلْفِرْدَوْسِ,lilfirdosi
Jawa,اَهْلًا,ahlan
Jawa,وَلَا,wala
Jawa,اَقْوٰى,aqwā
Jawa,نَارِ,nari
Jawa,الْجَحِيْمِ,al-jaẖimi
Jawa,فَهَبْ,fahab
Jawa,لِىْ,li
Jawa,تَوْبَةً,tobatan
Jawa,وَاغْفِرْ,waġfir
Jawa,ذُنُوْبِىْ,ḋunubi
Jawa,فَاِنَّكَ,fainnaka
Jawa,غَافِرُ,ġafiru
Jawa,الذَّنْبِ,aḋ-ḋanbi
Jawa,الْعَظِيْمِ,al-'aẕimi
Jawa,شِعِرْ,śi'ir
Jawa,بَاࢍُوسْ,bagus
Jawa,بَاڠࣤتْ,baṅět
Jawa,مࣤڠࣤرْتِىْ,měṅěrti
Jawa,دُلُورْ,dulur
Jawa,لَنَڠْ,lanaṅ
Jawa,وَادَونْ,wadon
Jawa,ࢍࣤمَاتِىْ,gěmati
Jawa,ڠَنْدَارَاكَىْ,ṅandarake
Jawa,دُوَا,dua
Jawa,مَوڠْصَا,moṅṣa
Jawa,وَوڠْكَڠْ,woṅkaṅ
Jawa,طࣤاطࣤاكࣤر,ṯěṯěkěr
Jawa,اَمَا,ama
Jawa,بُوْدِ,budi
Jawa,فَرَايَوْࢍَا,farayoga
Jawa,لَاكُوْ,laku
Jawa,دَوْصَا,doṣa
Jawa,بَوْلَا,bola
Jawa,بَالِى,bali
Jawa,بَوْچَهْ,bocah
Jawa,فَكࣤرْتِنَىْ,pakěrtine
Jawa,مࣤرْࢍَا,měrga
Jawa,فࣤرْࢍَاؤُلَنْ,pěrgaulan
Jawa,بࣤنْ,běn
Jawa,دِيْنَانَىْ,dinane
Jawa,اَوْفَينْ,ofen
Jawa,اَࢍَامَا,agama
Jawa,مࣤنْدَادِىْ,měndadi
Jawa,تُوْتُوْرِىْ,tuturi
Jawa,تࣤمَاهَانَىْ,těmahane
Jawa,وَانِىْ,wani
Jawa,وَوڠْ,woṅ
Jawa,سࣤفُوهْ,sěfuh
Jawa,يَينْ,yen
Jawa,اَيْلِيْڠَاكَىْ,eliṅake
Jawa,مَالࣤسْ,malěs
Jawa,فِيْسُوهْ,pisuh
Jawa,مُوْࢍَا,muga
Jawa,مِيْࢍُوْنَانِىْ,migunani
Jawa,مَاهَوسْ,maos
Jawa,اُوْࢍِىْ,ugi
Jawa,كَامَانُوڠْسَٰانْ,kamanuṅsāan
Jawa,سَبࣤنْ,saběn
Jawa,اُرِيفْ,urif
Jawa,مࣤسْطِىْ,měsṯi
Jawa,بُتُوهْ,butuh
Jawa,مَاڠَنْ,maṅan
Jawa,بَادَىْ,bade
Jawa,اَدَڠْ,adaṅ
Jawa,سࣤكُولْ,sěkul
Jawa,نُوْتُوْ,nutu
Jawa,نَنْدُورْ,nandur
Jawa,مَچُولْ,macul
Jawa,ڠَڠْࢍَو,ṅaṅgo
Jawa,كࣤلَامْبِىْ,kělambi
Jawa,مَوْتَوْڠِىْ,motoṅi
Jawa,جَاهِيتْ,jait
Jawa,نࣤنُونْ,něnun
Jawa,ڠَنْتَيهْ,ṅanteh
Jawa,رِنَا,rina
Jawa,رَاصَا,raṣa
Jawa,كَمَانُوڠْسَانْ,kamanuṅsan
Jawa,دَيْوَىْ,dewe
Jawa,كُومْفُولْ,kumpul
Jawa,مَاچَنْ,macan
Jawa,اَنَاءْ,ana`
Jawa,كَاوِيتْ,kawit
Jawa,چِيْلِئْ,cili`
Jawa,مِيْكِيْرَاكࣤنْ,mikirakěn
Jawa,نَصِبْ,naṣib
Jawa,اَبَوتْ,abot
Jawa,فَايَهْ,fayah
Jawa,ࢍَأْ,ga`
Jawa,رَيْكࣤنْ,rekěn
Jawa,ڠَومْبَىْ,ṅombe
Jawa,ۑَنْدَاڠْ,ñandaṅ
Jawa,بُوْتُوهْ,butuh
Jawa,چُكُوْفِىْ,cukupi
Jawa,اُوْࢍَا,uga
Jawa,وَاجِبْ,wajib
Jawa,بࣤكْتَيْنِىْ,běkteni
Jawa,نُوْلَيَانِىْ,nulayani
Jawa,مُونْدَاءْ,munda`
Jawa,ࢍࣤتُونْ,gětun
Jawa,وِسْ,wis
Jawa,سَوْڠࢍَا,soṅga
Jawa,ڠَنْدُوتْ,ṅandut
Jawa,سَڠَاڠْ,saṅaṅ
Jawa,وُلَنْ,wulan
Jawa,بَابُوْ,babu
Jawa,اَۑُوْسَوْنَىْ,añusone
Jawa,اَيْيَوْوَئِىْ,eyowe
Jawa,اَڠࣤدُوْسِىْ,aṅědusi
Jawa,ڠِيْسِئْ,ṅisi`
Jawa,اِيْسِيئْ,isi`
Jawa,رِيْسِىْ,risi
Jawa,لَالِىْ,lali
Jawa,وِيْدِىْ,widi
Jawa,فَامࣤرَينْتَهْ,faměrentah
Jawa,كِتَا,kita
Jawa,ڠࣤرْتِىْ,ṅěrti
Jawa,فَامࣤرِنْتَهْ,faměrintah
Jawa,ڠَاتُورْ,ṅatur
Jawa,سَمُوْبَارَاڠْ,samubaraṅ
Jawa,وَوْڠْكَڠْ,woṅkaṅ
Jawa,ظَالِمْ,ẕalim
Jawa,كَمْفَكْ,kamfak
Jawa,بَيْࢍَالْ,begal
Jawa,عَادِلِىْ,'adili
Jawa,كَافࣤنْتِڠَانْ,kapěntiṅan
Jawa,عُمُومْ,'umum
Jawa,كَاصِحَاتَنْ,kaṣiẖatan
Jawa,كَامَعْمُوْرَانْ,kama'muran
Jawa,فࣤنْدِيْدِيْكَانْ,pěndidikan
Jawa,فࣤڠَاجَرَانْ,pěṅajaran
Jawa,كࣤرࣤتࣤكْ,kěrětěk
Jawa,دَلَانْ,dalan
Jawa,اَوْفَيْنِىْ,openi
Jawa,طَاطَا,ṯaṯa
Jawa,كَڠْࢍَوْ,kaṅgo
Jawa,كَافࣤنْتِيْڠَانْ,kapěntiṅan
Jawa,رَاطَا,raṯa
Jawa,تُونْدُؤْ,tundu`
Jawa,مَمْفَاڠْ,mamfaṅ
Jawa,بَينْتُوْ,bentu
Jawa,كࣤبَنْ,kěban
Jawa,دَا,da
Jawa,ࢍࣤمَمْفَاڠْ,gěmamfaṅ
Jawa,مُرِيدْ,murid
Jawa,ࢍُوْرُوْ,guru
Jawa,فِينْتࣤرْ,pintěr
Jawa,دَادِ,dadi
Jawa,فَڠْكَتْ,paṅkat
Jawa,بࣤنࣤرْ,běněr
Jawa,حُرْمَةْ,ẖurmat
Jawa,لُوِيهْ٢,luwih2
Jawa,تِيْرُوْ,tiru
Jawa,سِيْكࣤفْ,sikěf
Jawa,كَونْچَا,konca
Jawa,تࣤفَا,těfa
Jawa,سࣤلِيْرَا,sělira
Jawa,دُوَيْ,duwe
Jawa,كِيْرَا٢,kira2
Jawa,اَدَبْ,adab
Jawa,طَا٢,ṯa2
Jawa,فࣤرَيَوْࢍَا,fěrayoga
Jawa,تࣤتࣤفِىْ,tětěpi
Jawa,دُوْࢍَا,duga
Jawa,وࣤرْنَانَىْ,wěrnane
Jawa,تُوْلَادَانَىْ,tuladane
Jawa,كَاىَ,kaya
Jawa,اَرِيسْ,aris
Jawa,دࣤمࣤنْ,děměn
Jawa,نࣤࢍَارَانَىْ,něgarane
Jawa,وَادِىْ,wadi
Jawa,كُوْمَالُوْهُورْ,kumaluhur
Jawa,تُوْمِنْدَائَا,tumindaa
Jawa,فࣤرْسَاجَا,pěrsaja
Jawa,ࢍَوْلَيْئْ,gole`
Jawa,كَوْنْچَا,konca
Jawa,بَوْچَهْ٢,bocah2
Jawa,ࢍࣤمَاࢍُوسْ,gěmagus
Jawa,اَدَابَىْ,adabe
Jawa,ڠࣤرُڠُؤْاَكَىْ,ṅěruṅu`ake
Jawa,ࢍُوْنࣤمَانَىْ,guněmane
Jawa,اَوْمَوْڠِىْ,omoṅi
Jawa,مَادࣤفْ,maděf
Jawa,مِيْرࣤڠْنَا,mirěṅna
Jawa,حَاجَةْ,ẖajat
Jawa,تَاكَونْ,takon
Jawa,كَنْتِىْ,kanti
Jawa,وُسْ,wus
Jawa,رَامْفُوڠْ,ramfuṅ
Jawa,ڠࣤنْدِيْكَانَىْ,ṅěndikane
Jawa,تِيتِىْ,titi
Jawa,تَاكَوْنِىْ,takoni
Jawa,لَانْچَاڠْ,lancaṅ
Jawa,جَوَابْ,jawab
Jawa,بࣤرَاڠَسَانْ,běraṅasan
Jawa,كࣤرَامَانَىْ,kěramane
Jawa,ࢍُوْنࣤمَانْ,guněman
Jawa,اَوْمَوڠْ,omoṅ
Jawa,مَانِسْ,manis
Jawa,رَيْوَيلْ,rewel
Jawa,چَارِيْوِيسْ,cariwis
Jawa,تࣤمْبُوڠْ,těmbuṅ
Jawa,نَاتَوْنِىْ,natoni
Jawa,رِيڠْ,riṅ
Jawa,وَانَيْنِىْ,waneni
Jawa,اَرَاڠْ,araṅ
Jawa,رِيْكَتْ,rikat
Jawa,نَڠِيڠْ,naṅiṅ
Jawa,مَجَانَا,majana
Jawa,كࣤبَينْ,kěben
Jawa,سࣤمَاڠࣤتْ,sěmaṅět
Jawa,سࣤسࣤرَاوُوْڠَنْ,sěsěrawuṅan
Jawa,نَكَالْ,nakal
Jawa,سࣤرَاوُوْڠَنْ,sěrawuṅan
Jawa,نِيْرَا,nira
Jawa,رَاهِىْ,rahi
Jawa,اَجَيرْ,ajer
Jawa,لࣤمࣤسْ,lěměs
Jawa,اَنْدَافْ,andaf
Jawa,تِڠْكَهْ,tiṅkah
Jawa,كَنْدَسْ,kandas
Jawa,لُومْبَاڠْ,lumbaṅ
Jawa,فُوڠْكَاسَانَىْ,fuṅkasane
Jawa,اَڠَيلْ,aṅel
Jawa,ࢍَمْفَاڠْ,gamfaṅ
Jawa,ڠࣤرࣤكْصَا,ṅěrěkṣa
Jawa,اَوَاكْ,awak
Jawa,اَوَاءْ,awa`
Jawa,صِحَةْ,ṣiẖat
Jawa,سࣤرِيڠْ,sěriṅ
Jawa,مَڠَانْ,maṅan
Jawa,كࣤمْفࣤرَوهْ,kěmpěroh
Jawa,كࣤطَوهْ,kěṯoh
Jawa,ࢍࣤرࣤࢍࣤسْ٢,gěrěgěs2
Jawa,رِيْكَاتْ,rikat
Jawa,مُونْدُوتْ,mundut
Jawa,تَومْبَا,tomba
Jawa,اِڠْࢍَالْ,iṅgal
Jawa,كَدُوڠْ,kaduṅ
Jawa,رُوْࢍِىْ,rugi
Jawa,فࣤرَايَوْࢍِىْ,fěrayogi
Jawa,بࣤچِيكْ,běcik
Jawa,وِسُوْه,wisuh
Jawa,دِسِئْ,disi`
Jawa,تَڠَانْ,taṅan
Jawa,مُوْلُؤْ,mulu`
Jawa,چِيْلِئْ٢,cili`2
Jawa,ۑࣤبُوةْ,ñěbut
Jawa,بࣤرْكَةْ,běrkat
Jawa,نَجَانْ,najan
Jawa,رَادَا,rada
Jawa,لَاوُوهْ,lawuh
Jawa,لࣤڠْࢍَهْ,lěṅgah
Jawa,تࣤڠࣤنْ,těṅěn
Jawa,اَنْتࣤڠْ,antěṅ
Jawa,دِيْلُؤْ,dilu`
Jawa,چَاڠْكࣤمْ,caṅkěm
Jawa,كࣤبَاءْ,kěba`
Jawa,رَمْفُوڠْ,ramfuṅ
Jawa,مُوْجِىْ,muji
Jawa,تࣤرِيْمَا,těrima
Jawa,كَاسِىْ,kasi
Jawa,سَنْدَاڠَنْ,sandaṅan
Jawa,فَالِيْڠْ,paliṅ
Jawa,رࣤسِيئْ,rěsi`
Jawa,سَاوَاڠَانَىْ,sawaṅane
Jawa,سࣤدࣤفْ,sěděf
Jawa,سࣤࢍࣤرْ,sěgěr
Jawa,رافِئْ,rafi`
Jawa,لَارَاڠْ,laraṅ
Jawa,تُوْرَاهْ,turah
Jawa,دُوِيتْ,duwit
Jawa,لُوِيهْ,luwih
Jawa,ڠَڠْࢍَوْ,ṅaṅgo
Jawa,سࣤسࣤكْ,sěsěk
Jawa,لَوْࢍࣤرَوْ,logěro
Jawa,سࣤڠْسِتْ,sěṅsit
Jawa,اَوْمَهْ,omah
Jawa,كَامَرْ,kamar
Jawa,بࣤرْسِيهْ,běrsih
Jawa,تࣤرَاتُورْ,těratur
Jawa,فَادَاڠْ,fadaṅ
Jawa,بَاوُرْ,bawur
Jawa,هَوٰى,hawā
Jawa,چُكُوفْ,cukuf
Jawa,بَدَنْ,badan
Jawa,لَمْفِتْ,lamfit
Jawa,كُوَاجِبَانَىْ,kuajibane
Jawa,وَصَا,waṣa
Jawa,ۑَمْبُوةْ,ñambut
Jawa,ࢍَاوَىْ,gawe
Jawa,ࢍَوْلَيئْ,gole`
Jawa,رࣤزْقِىْ,rězqi
Jawa,حَلَالْ,ẖalal
Jawa,كࣤلَاوَىْ٢,kělawe2
Jawa,ڠࣤرُوْمَاتْ,ṅěrumat
Jawa,اَنَأ,ana
Jawa,بُوْجُوْ,buju
Jawa,فَسْرَاهْ,pasrah
Jawa,بَوْرَوڠْ,boroṅ
Jawa,مَاصَا,maṣa
Jawa,بُوْدُوْ,budu
Jawa,فَنْتࣤسَىْ,pantěse
Jawa,ۑَمْبُوتْ,ñambut
Jawa,دَاࢍَڠْ,dagaṅ
Jawa,تَانِىْ,tani
Jawa,نُوْفࣤرِهْ,nufěrih
Jawa,لَوُهَىْ,lawuhe
Jawa,خَطِيبْ,ḵaṯib
Jawa,جُرُوْ,juru
Jawa,تُوْلِيسْ,tulis
Jawa,اَوفْسِيرْ,opsir
Jawa,فُوْلِيْسِىْ,pulisi
Jawa,كࣤلِيْرُوْ,kěliru
Jawa,ڠُومْبَهْ,ṅumbah
Jawa,رِزْقِىْ,rizqi
Jawa,ࢍࣤمِىْ,gěmi
Jawa,بࣤچِىْ,běci
Jawa,ڠَنْطِىْ,ṅanṯi
Jawa,چࣤطِيلْ,cěṯil
Jawa,ࢍُوسْتِىْ,gusti
Jawa,بَخِيلْ,baḵil
Jawa,تَبْدِيرْ,tabdir
Jawa,ࢍُوْنَا,guna
Jawa,سُوْسَهْ,susah
Jawa,كُوْلِيْنَا,kulina
Jawa,تُوْكُوْ٢,tuku2
Jawa,اَيْلِيڠْ,eliṅ
Jawa,فࣤڠْهَاصِيْلَانْ,fěṅhaṣilan
Jawa,هَنْتࣤمْ,hantěm
Jawa,اَصَلْ,aṣal
Jawa,دَوْيَنْ,doyan
Jawa,زِيَارَهْ,ziarah
Jawa,كَلَا٢,kala2
Jawa,اَدُوهْ,aduh
Jawa,مَونْچَا,monca
Jawa,كُوْلَا,kula
